/home/wbeirigo/Clima/weather/proj
SC002 F;SCLI02F;1;
SC002 ZF;SCLI02ZF;1;
SC002;SCLI02S;1;
SC003;SCLI03S;1;
SC003;SCLI03S;1;
SC003;SCLI03S;1;
VIR11;VIR11S;1;
SG003 1/2 ZF;SG003ZF;1;
SG003 F;SG003F;1;
SG003 S;SG003S;1;
PT002;PT002S;1;
PT002 F;PT002F;1;
PT002 ZF;PT002ZF;1;
PT001;PT001S;1;
PT003;PT003S;1;
PT004;PT004S;1;
SC001;SCLI01;1;
SC004;SCLI04S;1;
VIR10;VIR10S;1;
SC005;SCLI05S;1;
VIR03;VIR03;1;
SG001;SG001;1;
SG005;SG005;1;
SG004;SG004;1;
VIR11;VIR11S;1;
VG005;VG005;1;
VIR08;VIR08;1;
SG002;SG002;1;
VG172;VG172;1;
VG155 F;VG155F;1;
VG155 S;VG155S;1;
VG155 ZF;VG155ZF;1;
VG143 ZF;VG143ZF;1;
VG143 F;VG143F;1;
VG143 S;VG143S;1;
VG070 1/2 ZF;VG070ZF;1;
VG070 F;VG070F;1;
VG070 S;VG070S;1;
VG011 F;VG011F;1;
MM003;MM03;1;
MM001;MM01;1;
MM002;MM02S;1;
MM002  ZF;MM02ZF;1;
MM002 F;MM02F;1;
MM002;MM02S;1;
SPV30 IL;SP030;1;
SPV20 IL;SP020;1;
SV40 IL;SV040;1;
SV20 IL;SV020;1;
MM003;MM03;1;
MM003;MM03;1;
MM004 1/2 ZF;MM04ZF;1;
MM004 F;MM04F;1;
MM004 S;MM04S;1;
MM005 1/2 ZF;MM05ZF;1;
MM005 S;MM05;1;
MM005 F;MM05F;1;
MM002  ZF;MM02ZF;1;
MM002;MM02S;1;
CJ003;CJ003;1;
CJ002 S;CJ002;1;
CJ002 ZF;CJ002ZF;1;
CJ002 F;CJ002F;1;
CJ001;CJ001;1;
PF004;PF004;1;
PF003;PF003;1;
PF001;PF001;1;
PF002;PF002;1;
IT003;IT03;1;
IT002;IT02;1;
CM001 1/2 ZF;CM001ZF;1;
CM001 S;CM001S;1;
IT001;IT01S;1;
IT001 ZF;IT01ZF;1;
IT001 F;IT01F;1;
CM003;CM003;1;
CM002;CM002;1;
CM004;CM004;1;
MM001;MM01;1;
NP090;NP90;1;
NP100;NP100;1;
NP060;NP60;1;
NP050 S;NP50S;1;
NP050 1/2 ZF;NP50ZF;1;
NP050 F;NP50F;1;
NP070 F;NP70F;1;
NP070 S;NP70S;1;
NP070 1/2 ZF;NP70ZF;1;
NP080 S;NP80S;1;
NP080 F;NP80F;1;
NP080 1/2 ZF;NP80ZF;1;
NP020;NP20;1;
NP010;NP10;1;
NP040 1/2 ZF;NP40ZF;1;
NP040 F;NP40F;1;
NP040 S;NP40S;1;
NP030 S;NP30S;1;
NP030 F;NP30F;1;
NP030 1/2 ZF;NP30ZF;1;
SU003;SU003;1;
SU002;SU002;1;
SU001;SU001;1;
BJ003;BJ003;1;
BJ002;BJ002;1;
BJ001;BJ001;1;
GF001;GF01;1;
SM002;SM002;1;
SL002;SL02;1;
SL001;SL01;1;
EM190 IL;EM190;1;
MT002;MT02;1;
MT001;MT01;1;
P002;P02S;0;
P001;P01S;0;
EM70 IL;EM70;1;
EM100 L S;EM100S;1;
EM100 L F;EM100F;1;
EM100 L 1/2 ZF;EM100ZF;1;
EM110 1/2 ZF;EM110ZF;1;
EM110 IL S;EM110S;1;
EM150 L S;EM150S;1;
EM150 L F;EM150F;1;
EM150 L ZF;EM150ZF;1;
EM140 IL S;EM140S;1;
EM140 IL F;EM140F;1;
EM110 IL F;EM110F;1;
EM140 IL 1/2ZF;EM140ZF;1;
LG001;LG01;1;
LG002;LG02;1;
EM170 L S;EM170S;1;
EM170 L ZF;EM170ZF;1;
EM170 L F;EM170F;1;
EM160 L 1/2 ZF;EM160ZF;1;
EM160 L S;EM160S;1;
EM160 L F;EM160F;1;
EM40 IL;EM40;1;
EM10 IVL;EM10;1;
PC002;PC002;1;
PC001;PC001;1;
JO002;JO02;1;
JO001 S;JO01;1;
SM001;SM001;1;
VIR75;VIR75S;1;
VIR105;VIR105S;1;
VIR09;VIR09S;1;
SS160 L;SS160;1;
VIR06;VIR06;1;
VIR08;VIR08;1;
VIR10;VIR10S;1;
VIR03;VIR03;1;
VIR11;VIR11S;1;
VIR95;VIR95S;1;
VIR60 ZF;VIR60ZF;1;
VIR60;VIR60S;1;
VIR60 F;VIR60F;1;
VIR50 ZF;VIR50ZF;1;
VIR50;VIR50S;1;
VIR40 ZF;VIR40ZF;1;
VIR40;VIR40S;1;
VIR40 F;VIR40F;1;
VIR20 ZF;VIR20ZF;1;
VIR20;VIR20S;1;
VIR20 S;VIR20S;1;
VIR30 S;VIR30S;1;
VIR30 ZF;VIR30ZF;1;
VIR30;VIR30S;1;
SB003;SB003;1;
SB001;SB001;1;
SB002;SB002;1;
LD001;LD001;1;
LD002;LD002;1;
XC001;XC001;1;
PF003;PF003;1;
PF004;PF004;1;
PF006 1/2 ZF;PF006ZF;1;
PF006 F;PF006F;1;
PF006 S;PF006;1;
PF002 ZF;PF002ZF;1;
PF002 S;PF002;1;
IG-LI-04;IGLI04;1;
PF001;PF001;1;
IG-LI-02;IGLI02;1;
IG-LI-03;IGLI03;1;
PF005;PF005;1;
JC002;JC002;1;
JC001;JC001;1;
JC003;JC003;1;
IT002;IT02;1;
IT003;IT03;1;
IG-LI-01;IGLI01;1;
CM001 S;CM001S;1;
CM001 1/2 ZF;CM001ZF;1;
CM001 F;CM001F;1;
IT001;IT01S;1;
IT001 F;IT01F;1;
IT001 ZF;IT01ZF;1;
CM004;CM004;1;
CM003;CM003;1;
RP002;RP02;1;
RP03;RP03;1;
RP001;RP01;1;
CM002;CM002;1;
PI001;PI01;1;
PI003;PI03;1;
PI002;PI02;1;
SS30 IL;SS30;1;
SS10 IVL;SS10;1;
SS20 L S;SS20;1;
SS90 IVL;SS90S;1;
SS90 IVL;SS90S;1;
SS70 IVL F;SS70F;1;
SS70 IVL S;SS70S;1;
SS70 IVL ZF;SS70ZF;1;
SS90 IVL;SS90S;1;
IG120 S;IG120S;0;
SS120 L 1/2ZF;SS120ZF;1;
SS120 L F;SS120F;1;
SS100 L F;SS100F;1;
SS100 L S;SS100S;1;
SS100 L 1/2 ZF;SS100ZF;1;
SS110 L;SS110;1;
SS240 IL ZF;SS240ZF;1;
SS240 IL F;SS240F;1;
SS220 L F;SS220F;1;
SS220 L S;SS220S;1;
SS220 L 1/2 ZF;SS220ZF;1;
SS250 IVL;SS250;1;
SS240 IL S;SS240S;1;
SS230 L ZF;SS230ZF;1;
SS230 L F;SS230F;1;
SS230 L S;SS230S;1;
SS150 IL F;SS150F;1;
SS150 IL 1/2 ZF;SS150ZF;1;
SS150 IL S;SS150S;1;
SS170 L 1/2 ZF;SS170ZF;1;
SS170 L F;SS170F;1;
SS170 L S;SS170S;1;
SS190 IL 1/2 ZF;SS190ZF;1;
SS190 IL S;SS190S;1;
SS190 IL F;SS190F;1;
TR004;TR004S;1;
TR003;TR003S;1;
TR002;TR002S;1;
TR001;TR001S;1;
PQ001;PQ001S;1;
PQ002;PQ002S;1;
PQ003;PQ003S;1;
PQ004;PQ004S;1;
JG60 IL;JG060;1;
JG10 IVL 1/2ZF;JG010ZF;1;
JG10 IVL F;JG010F;1;
JG10 IVL S;JG010S;1;
JG20 IVL S;JG020S;1;
JG20 IVL 1/2;JG020S;1;
JG20 IVL F;JG020F;1;
JG30 IL 1/2 ZF;JG030ZF;1;
JG30 IL S;JG030S;1;
JG30 IL F;JG030F;1;
JG50 IL ZF;JG050ZF;1;
JG50 IL F;JG050F;1;
JG50 IL S;JG050S;1;
JG40 L S;JG040S;1;
JG40  F;JG040F;1;
JG40 ZF;JG040ZF;1;
SPV20 IL;SP020;1;
SPV30 IL;SP030;1;
VG172;VG172;1;
VG011 S;VG011S;1;
VG011 F;VG011F;1;
VG011 1/2 ZF;VG011ZF;1;
VG005;VG005;1;
VG070 S;VG070S;1;
VG070 F;VG070F;1;
VG070 1/2 ZF;VG070ZF;1;
VG143 S;VG143S;1;
VG143 ZF;VG143ZF;1;
VG143 F;VG143F;1;
VG155 F;VG155F;1;
VG155 S;VG155S;1;
VG155 ZF;VG155ZF;1;
MI054;MI054S;1;
MI400;MI400S;1;
MI400 ZF;MI400ZF;1;
MI400 F;MI400F;1;
MI410 ZF;MI410ZF;1;
MI410;MI410S;1;
MI410 F;MI410F;1;
MI420 ZF;MI420ZF;1;
MI420 F;MI420F;1;
MI420;MI420S;1;
MI430 F;MI430F;1;
MI430 ZF;MI430ZF;1;
MI430;MI430S;1;
MI120;MI120S;1;
SV20 IL;SV020;1;
SV40 IL;SV040;1;
SV30 IL;SV030;1;
EM190 IL;EM190;1;
EM170 L ZF;EM170ZF;1;
EM170 L S;EM170S;1;
EM170 L F;EM170F;1;
EM160 L S;EM160S;1;
EM160 L 1/2 ZF;EM160ZF;1;
EM160 L F;EM160F;1;
EM150 L S;EM150S;1;
EM150 L ZF;EM150ZF;1;
EM150 L F;EM150F;1;
EM10 IVL;EM10;1;
EM40 IL;EM40;1;
EM70 IL;EM70;1;
EM140 IL 1/2ZF;EM140ZF;1;
EM140 IL S;EM140S;1;
EM140 IL F;EM140F;1;
EM100 L 1/2 ZF;EM100ZF;1;
EM100 L F;EM100F;1;
EM100 L S;EM100S;1;
EM110 1/2 ZF;EM110ZF;1;
EM110 IL F;EM110F;1;
EM110 IL S;EM110S;1;
MM003;MM03;1;
MM001;MM01;1;
MM002;MM02S;1;
CJ003;CJ003;1;
CJ002 ZF;CJ002ZF;1;
CJ002 F;CJ002F;1;
CJ002 S;CJ002;1;
CJ001;CJ001;1;
SC001;SCLI01;1;
PT004;PT004S;1;
PT003;PT003S;1;
SG005;SG005;1;
SG003 S;SG003S;1;
SG003 F;SG003F;1;
SG003 1/2 ZF;SG003ZF;1;
SG004;SG004;1;
SG001;SG001;1;
SG002;SG002;1;
PT001;PT001S;1;
PT002 ZF;PT002ZF;1;
PT002;PT002S;1;
PT002 F;PT002F;1;
VIR115;VIR115S;1;
VIR115;VIR115S;1;
VIR105;VIR105S;1;
VIR105;VIR105S;1;
VIR70;VIR70S;1;
VIR70;VIR70S;1;
VIR40;VIR40S;1;
VIR40 F;VIR40F;1;
VIR40 ZF;VIR40ZF;1;
VIR50;VIR50S;1;
VIR50 F;VIR50F;1;
VIR50 ZF;VIR50ZF;1;
VIR60 F;VIR60F;1;
VIR60;VIR60S;1;
VIR60 ZF;VIR60ZF;1;
VIR60 F;VIR60F;1;
VIR60;VIR60S;1;
VIR60 ZF;VIR60ZF;1;
VIR03;VIR03;1;
VIR03;VIR03;1;
VIR11;VIR11S;1;
VIR95;VIR95S;1;
VIR95;VIR95S;1;
VIR09;VIR09S;1;
VIR20;VIR20S;1;
VIR20;VIR20S;1;
VIR20 ZF;VIR20ZF;1;
VIR06;VIR06;1;
VIR08;VIR08;1;
VIR30 S;VIR30S;1;
VIR30;VIR30S;1;
VIR30 ZF;VIR30ZF;1;
VIR10;VIR10S;1;
VIR95;VIR95S;1;
VIR105;VIR105S;1;
VIR115;VIR115S;1;
VIR70;VIR70S;1;
VIR60 F;VIR60F;1;
VIR60;VIR60S;1;
VIR60 ZF;VIR60ZF;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR105;VIR105S;1;
VIR115;VIR115S;1;
PR002;PR002;1;
PR003;PR003;1;
PR001;PR001;1;
VIR70;VIR70S;1;
VIR60 ZF;VIR60ZF;1;
VIR60 F;VIR60F;1;
VIR60;VIR60S;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR105;VIR105S;1;
VIR115;VIR115S;1;
VIR70;VIR70S;1;
VIR60 F;VIR60F;1;
VIR60 ZF;VIR60ZF;1;
VIR60;VIR60S;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR105;VIR105S;1;
VIR115;VIR115S;1;
VIR70;VIR70S;1;
VIR60 ZF;VIR60ZF;1;
VIR60;VIR60S;1;
VIR60 F;VIR60F;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR70;VIR70S;1;
VIR60 ZF;VIR60ZF;1;
VIR60;VIR60S;1;
VIR60 F;VIR60F;1;
VIR105;VIR105S;1;
VIR115;VIR115S;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR105;VIR105S;1;
VIR115;VIR115S;1;
VIR70;VIR70S;1;
VIR60 F;VIR60F;1;
VIR60 ZF;VIR60ZF;1;
VIR60;VIR60S;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR105;VIR105S;1;
VIR115;VIR115S;1;
VIR70;VIR70S;1;
VIR60;VIR60S;1;
VIR60 ZF;VIR60ZF;1;
VIR60 F;VIR60F;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR105;VIR105S;1;
VIR115;VIR115S;1;
VIR70;VIR70S;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR105;VIR105S;1;
VIR70;VIR70S;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR105;VIR105S;1;
VIR70;VIR70S;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR03;VIR03;1;
VIR95;VIR95S;1;
VIR70;VIR70S;1;
VIR03;VIR03;1;
826
